,aweme_id,comment_count,digg_count,download_count,share_count,duration
214,7252998519559343406,787,365969,5538,4416,396834
215,7252393384923401515,31684,8870492,578708,240152,67073
216,7233119631777500458,21938,6160815,645546,814809,64811
217,7222466751584357675,4527,631787,36678,7365,27050
218,7244448124025048347,567,104797,1660,646,16625
219,7249302522802834731,12933,2884223,95147,91365,6200
220,7245367885072387374,15185,5702517,130754,103417,29210
221,7246773564232207659,1399,283850,34239,30768,5875
222,7232271816784448814,8416,1218482,4122,34324,136867
223,7252393384923401515,31688,8871691,578774,240173,67073
224,7250248848122318126,11609,1234245,41157,127654,6315
225,7232796005945593134,418,63056,1,1368,22367
226,7254259184492006702,118,26725,6904,1138,5898
227,7231999592735313194,11846,1554981,2105,225198,5734
228,7237425581032394030,258,222073,32912,3565,9869
229,7248396708529376554,10404,1914388,9702,117572,8148
230,7254913587083218219,22,18552,0,95,59883
231,7223039337921776938,66,72293,6,4345,11500
232,7250223701973749038,6993,732786,3204,50063,5711
233,7249302522802834731,12936,2885191,95166,91378,6200
234,7248300636498890011,59855,7087926,31419,281232,48584
235,7227576394312633642,39455,7586163,92617,523053,25934
236,7243132573583494446,11517,2727691,134484,49379,61078
237,7252393384923401515,31701,8874129,578914,240253,67073
238,7253323710235430187,266,103372,12337,2721,5900
239,7227830138031983914,19973,4019548,28475,210302,91184
240,7254913587083218219,22,18605,0,95,59883
241,7247543631085866286,43478,7930340,116483,1257708,5234
242,7245367885072387374,15185,5702587,130759,103417,29210
243,7244884367116487963,62519,7592072,269343,309523,7313
244,7252189812411665707,191,82408,7526,720,8242
245,7252393384923401515,31708,8875335,578989,240277,67073
246,7251415828401229098,389,130468,14209,4330,5920
247,7246773564232207659,1399,283894,34241,30772,5875
248,7254913587083218219,22,18648,0,95,59883
249,7240152355264630062,6156,4068599,1015773,136210,14167
250,7242634777709284654,22610,5634545,271509,528288,12134
251,7251598273390054698,670,189628,17696,5296,6919
252,7227504926187064622,491320,614388,7422,15156,14600
253,7252393384923401515,31710,8876541,579052,240317,67073
254,7251415828401229098,389,130499,14215,4332,5920
255,7232271816784448814,8417,1218763,4122,34333,136867
256,7248300636498890011,59858,7088323,31423,281240,48584
257,7250248848122318126,11611,1234451,41162,127674,6315
258,7244884367116487963,62520,7592115,269346,309523,7313
259,7222044868128820522,27045,7107557,158514,49105,45734
260,7235640556846648622,37608,8814045,322699,515295,8151
